Original Answer,Answer Special Characters Removed,AI answer,Best Answer,completion_tokens,prompt_tokens,prompt_cost,completion_cost,total_tokens,total_cost,duration,Full Response,Question Number,Law Category,Right Answer,Model,AI Platform,Correct,Timestamp
A,A,,A,4,334,0.001002,0.00006,338,0.001062,1.730283498764038,"Message(id='msg_01NcYDebygcXMLkgnQBtz9E5', content=[TextBlock(text='A', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=334, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",6,Civil Procedure,A,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
B,B,,B,4,334,0.0002672,0.000016,338,0.0002832,0.6710867881774902,"Message(id='msg_01Xbn3HSBmqE9G5wggC8YYCJ', content=[TextBlock(text='B', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=334, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",6,Civil Procedure,A,claude-3-5-haiku-20241022,Claude,False,2025-01-02
A,A,,A,4,244,0.000732,0.00006,248,0.000792,0.7783520221710205,"Message(id='msg_019gKip4TSoaHk3AC8ALWiHv', content=[TextBlock(text='A', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=244, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",7,Civil Procedure,D,claude-3-5-sonnet-20241022,Claude,False,2025-01-02
C,C,,C,4,244,0.0001952,0.000016,248,0.0002112,1.116091251373291,"Message(id='msg_01GPwevAsGHu6qJVw4tybC2a', content=[TextBlock(text='C', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=244, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",7,Civil Procedure,D,claude-3-5-haiku-20241022,Claude,False,2025-01-02
D,D,,D,4,309,0.000927,0.00006,313,0.000987,1.6720490455627441,"Message(id='msg_014RLMjJnVvob14stYLzzDQr', content=[TextBlock(text='D', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=309, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",8,Civil Procedure,D,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
D,D,,D,4,309,0.0002472,0.000016,313,0.0002632,0.9504258632659912,"Message(id='msg_013hRfGnyp3y3oRMCuKtjnT4', content=[TextBlock(text='D', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=309, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",8,Civil Procedure,D,claude-3-5-haiku-20241022,Claude,True,2025-01-02
B,B,,B,4,328,0.000984,0.00006,332,0.001044,2.7078943252563477,"Message(id='msg_01B2EFakaumrfMmpzCx9jx4B', content=[TextBlock(text='B', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=328, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",9,Civil Procedure,B,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
B,B,,B,4,328,0.0002624,0.000016,332,0.0002784,0.7505209445953369,"Message(id='msg_01YD3usfuWSR7ZLBFJcNQvNq', content=[TextBlock(text='B', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=328, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",9,Civil Procedure,B,claude-3-5-haiku-20241022,Claude,True,2025-01-02
C,C,,C,4,342,0.001026,0.00006,346,0.001086,1.6229431629180908,"Message(id='msg_01Tp36YDvHSNhsLG54Kgu2fT', content=[TextBlock(text='C', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=342, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",10,Civil Procedure,A,claude-3-5-sonnet-20241022,Claude,False,2025-01-02
D,D,,D,4,342,0.0002736,0.000016,346,0.0002896,0.6670992374420166,"Message(id='msg_01PdFuBnPoKYzMgXT8RyXqcB', content=[TextBlock(text='D', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=342, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",10,Civil Procedure,A,claude-3-5-haiku-20241022,Claude,False,2025-01-02
C,C,,C,4,293,0.000879,0.00006,297,0.000939,2.89072585105896,"Message(id='msg_01BrN7L3NWPLmfchxeNU4wr6', content=[TextBlock(text='C', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=293, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",11,Civil Procedure,C,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
C,C,,C,4,293,0.0002344,0.000016,297,0.0002504,0.8555033206939697,"Message(id='msg_019qAUhevGmwTVCbcHhSN3JW', content=[TextBlock(text='C', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=293, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",11,Civil Procedure,C,claude-3-5-haiku-20241022,Claude,True,2025-01-02
D,D,,D,4,287,0.000861,0.00006,291,0.000921,2.27751088142395,"Message(id='msg_01NHs9F6GdDMa5ctV8416gPz', content=[TextBlock(text='D', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=287, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",12,Civil Procedure,D,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
D,D,,D,4,287,0.0002296,0.000016,291,0.0002456,0.8903384208679199,"Message(id='msg_01Mx9B7LwoRzHXm1CWNVJbyU', content=[TextBlock(text='D', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=287, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",12,Civil Procedure,D,claude-3-5-haiku-20241022,Claude,True,2025-01-02
A,A,,A,4,297,0.000891,0.00006,301,0.000951,2.608877658843994,"Message(id='msg_01AjxcT2xowXtrGt6hKhTccL', content=[TextBlock(text='A', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=297, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",13,Civil Procedure,A,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
A,A,,A,4,297,0.0002376,0.000016,301,0.0002536,1.8033955097198486,"Message(id='msg_01Gi8GMVevtvLfbdD3wg6Loj', content=[TextBlock(text='A', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=297, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",13,Civil Procedure,A,claude-3-5-haiku-20241022,Claude,True,2025-01-02
B,B,,B,4,369,0.001107,0.00006,373,0.001167,2.410032033920288,"Message(id='msg_01VytCYvN1VukPBk8DujWTxG', content=[TextBlock(text='B', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=369, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",14,Civil Procedure,A,claude-3-5-sonnet-20241022,Claude,False,2025-01-02
B,B,,B,4,369,0.0002952,0.000016,373,0.0003112,0.9193761348724365,"Message(id='msg_014LZ3tqDerAzfn8Mf3j3YiV', content=[TextBlock(text='B', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=369, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",14,Civil Procedure,A,claude-3-5-haiku-20241022,Claude,False,2025-01-02
C,C,,C,4,230,0.00069,0.00006,234,0.00075,0.601219654083252,"Message(id='msg_01PP3rsbtW1j8U5rqA8xMSAn', content=[TextBlock(text='C', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=230, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",15,Civil Procedure,C,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
C,C,,C,4,230,0.000184,0.000016,234,0.0002,0.5338423252105713,"Message(id='msg_01SAmBKmiE2eLPrLYFgf4UW1', content=[TextBlock(text='C', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=230, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",15,Civil Procedure,C,claude-3-5-haiku-20241022,Claude,True,2025-01-02
B,B,,B,4,331,0.000993,0.00006,335,0.001053,2.051870822906494,"Message(id='msg_01QW4dfqspqGd4tqjLKREewp', content=[TextBlock(text='B', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=331, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",16,Civil Procedure,B,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
B,B,,B,4,331,0.0002648,0.000016,335,0.0002808,0.8898262977600098,"Message(id='msg_01YViJ4vRbFSrryqwAZhEAaf', content=[TextBlock(text='B', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=331, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",16,Civil Procedure,B,claude-3-5-haiku-20241022,Claude,True,2025-01-02
B,B,,B,4,373,0.001119,0.00006,377,0.001179,1.529402256011963,"Message(id='msg_01Tuz3ErMUYfGuTVZczfbGSW', content=[TextBlock(text='B', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=373, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",17,Civil Procedure,C,claude-3-5-sonnet-20241022,Claude,False,2025-01-02
C,C,,C,4,373,0.0002984,0.000016,377,0.0003144,0.9298582077026367,"Message(id='msg_01H5zjnjJyDRUty1iPoJZSnu', content=[TextBlock(text='C', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=373, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",17,Civil Procedure,C,claude-3-5-haiku-20241022,Claude,True,2025-01-02
C,C,,C,4,351,0.001053,0.00006,355,0.001113,2.818094253540039,"Message(id='msg_01J8hg81fadaYSH7KyHkrXwa', content=[TextBlock(text='C', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=351, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",18,Civil Procedure,D,claude-3-5-sonnet-20241022,Claude,False,2025-01-02
D,D,,D,4,351,0.0002808,0.000016,355,0.0002968,0.8781371116638184,"Message(id='msg_01Hy3XpLZn5URFhmwjsF4w4j', content=[TextBlock(text='D', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=351, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",18,Civil Procedure,D,claude-3-5-haiku-20241022,Claude,True,2025-01-02
B,B,,B,4,273,0.000819,0.00006,277,0.000879,1.802933931350708,"Message(id='msg_01RekZfRbVH51N4xn4Sys4tW', content=[TextBlock(text='B', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=273, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",19,Civil Procedure,B,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
B,B,,B,4,273,0.0002184,0.000016,277,0.0002344,0.9123446941375732,"Message(id='msg_01Gx9Wdfw8Gio9Ym267H19ap', content=[TextBlock(text='B', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=273, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",19,Civil Procedure,B,claude-3-5-haiku-20241022,Claude,True,2025-01-02
C,C,,C,4,311,0.000933,0.00006,315,0.000993,1.3580372333526611,"Message(id='msg_01BnAf5ZtazAXMGD3bokB1s7', content=[TextBlock(text='C', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=311, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",20,Civil Procedure,B,claude-3-5-sonnet-20241022,Claude,False,2025-01-02
C,C,,C,4,311,0.0002488,0.000016,315,0.0002648,0.6452846527099609,"Message(id='msg_01PvCvWhbJWgz5bZmX1XtugJ', content=[TextBlock(text='C', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=311, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",20,Civil Procedure,B,claude-3-5-haiku-20241022,Claude,False,2025-01-02
C,C,,C,4,267,0.000801,0.00006,271,0.000861,1.0844075679779053,"Message(id='msg_01SRzSYZxmnx8yq59LxMdFud', content=[TextBlock(text='C', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=267, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",21,Civil Procedure,C,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
C,C,,C,4,267,0.0002136,0.000016,271,0.0002296,0.8470191955566406,"Message(id='msg_01MEjwpf8ufn5hqse1WriLZB', content=[TextBlock(text='C', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=267, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",21,Civil Procedure,C,claude-3-5-haiku-20241022,Claude,True,2025-01-02
C,C,,C,4,272,0.000816,0.00006,276,0.000876,1.9263412952423096,"Message(id='msg_01Sv7gAgYrQPfNwezbMyGSiZ', content=[TextBlock(text='C', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=272, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",22,Civil Procedure,C,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
D,D,,D,4,272,0.0002176,0.000016,276,0.0002336,0.6830589771270752,"Message(id='msg_01W1Y6PW4mzCgBDfXnjVAoMh', content=[TextBlock(text='D', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=272, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",22,Civil Procedure,C,claude-3-5-haiku-20241022,Claude,False,2025-01-02
A,A,,A,4,233,0.000699,0.00006,237,0.000759,0.5286834239959717,"Message(id='msg_01WBxP2R9eSatf5WSoBvXd3J', content=[TextBlock(text='A', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=233, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",23,Civil Procedure,A,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
B,B,,B,4,233,0.0001864,0.000016,237,0.0002024,0.500617265701294,"Message(id='msg_01WveoLdKu2u9AnSrZimz5Yo', content=[TextBlock(text='B', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=233, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",23,Civil Procedure,A,claude-3-5-haiku-20241022,Claude,False,2025-01-02
A,A,,A,4,271,0.000813,0.00006,275,0.000873,3.672030210494995,"Message(id='msg_01GbAzo9sCFf5JZiP5ETp4R8', content=[TextBlock(text='A', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=271, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",24,Civil Procedure,A,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
A,A,,A,4,271,0.0002168,0.000016,275,0.0002328,0.8893387317657471,"Message(id='msg_01K6BHQzXFQyP4XgJic1pLBR', content=[TextBlock(text='A', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=271, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",24,Civil Procedure,A,claude-3-5-haiku-20241022,Claude,True,2025-01-02
C,C,,C,4,262,0.000786,0.00006,266,0.000846,2.275243043899536,"Message(id='msg_01KtcNugj5o3p9qYS4GNsaef', content=[TextBlock(text='C', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=262, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",25,Civil Procedure,C,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
C,C,,C,4,262,0.0002096,0.000016,266,0.0002256,1.0776698589324951,"Message(id='msg_01TiBkAwyNef3enAXiT3fvQi', content=[TextBlock(text='C', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=262, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",25,Civil Procedure,C,claude-3-5-haiku-20241022,Claude,True,2025-01-02
A,A,,A,4,279,0.000837,0.00006,283,0.000897,1.1853199005126953,"Message(id='msg_01BtubmwCE4VTTd2zdTKQbU9', content=[TextBlock(text='A', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=279, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",26,Civil Procedure,A,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
D,D,,D,4,279,0.0002232,0.000016,283,0.0002392,0.8415780067443848,"Message(id='msg_01CcDmE8R6qwfCi6pdMQcwrf', content=[TextBlock(text='D', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=279, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",26,Civil Procedure,A,claude-3-5-haiku-20241022,Claude,False,2025-01-02
D,D,,D,4,304,0.000912,0.00006,308,0.000972,1.9576623439788818,"Message(id='msg_01Ejawmygz3oCST5xjWY9GYP', content=[TextBlock(text='D', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=304, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",27,Civil Procedure,D,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
D,D,,D,4,304,0.0002432,0.000016,308,0.0002592,2.162062644958496,"Message(id='msg_01RJL3utSE3pSfU8CztnNPr1', content=[TextBlock(text='D', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=304, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",27,Civil Procedure,D,claude-3-5-haiku-20241022,Claude,True,2025-01-02
D,D,,D,4,273,0.000819,0.00006,277,0.000879,1.3827874660491943,"Message(id='msg_01XRofryNHeYFkavoiREa7mh', content=[TextBlock(text='D', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=273, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",28,Civil Procedure,D,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
D,D,,D,4,273,0.0002184,0.000016,277,0.0002344,0.5592842102050781,"Message(id='msg_015Z5HoHBBT1QWtDvHMHarzi', content=[TextBlock(text='D', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=273, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",28,Civil Procedure,D,claude-3-5-haiku-20241022,Claude,True,2025-01-02
D,D,,D,4,227,0.000681,0.00006,231,0.000741,0.7876043319702148,"Message(id='msg_01Rzvy4TPTUEkk37sdNGXFob', content=[TextBlock(text='D', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=227, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",29,Civil Procedure,D,claude-3-5-sonnet-20241022,Claude,True,2025-01-02
D,D,,D,4,227,0.0001816,0.000016,231,0.0001976,1.0325474739074707,"Message(id='msg_01SH2oTcNq5geUtaNPLPhZKF', content=[TextBlock(text='D', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=227, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",29,Civil Procedure,D,claude-3-5-haiku-20241022,Claude,True,2025-01-02
A,A,,A,4,289,0.000867,0.00006,293,0.000927,2.2395758628845215,"Message(id='msg_016uVZjxh7LB1SHU8odfCkRx', content=[TextBlock(text='A', type='text')], model='claude-3-5-sonnet-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=289, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",30,Civil Procedure,B,claude-3-5-sonnet-20241022,Claude,False,2025-01-02
B,B,,B,4,289,0.0002312,0.000016,293,0.0002472,0.9420242309570312,"Message(id='msg_01WiKmVAtAtS5wT3pGZqGYse', content=[TextBlock(text='B', type='text')], model='claude-3-5-haiku-20241022', role='assistant', stop_reason='end_turn', stop_sequence=None, type='message', usage=Usage(input_tokens=289, output_tokens=4, cache_creation_input_tokens=0, cache_read_input_tokens=0))",30,Civil Procedure,B,claude-3-5-haiku-20241022,Claude,True,2025-01-02
